Iter 1251 | Total: 23.1126 | Shared: 4.5527 | rgb: 3.8379 | pose: 4.9808 | depth: 5.2732 | ir: 4.4679
Iter 1261 | Total: 20.4566 | Shared: 3.8238 | rgb: 3.1788 | pose: 4.7865 | depth: 4.7900 | ir: 3.8775
Iter 1271 | Total: 18.5485 | Shared: 3.5583 | rgb: 3.2702 | pose: 4.5673 | depth: 4.6496 | ir: 2.5030
Iter 1281 | Total: 18.7451 | Shared: 3.6697 | rgb: 3.0911 | pose: 3.9954 | depth: 4.8200 | ir: 3.1688
Iter 1291 | Total: 19.5718 | Shared: 3.7149 | rgb: 3.0836 | pose: 4.7389 | depth: 5.0034 | ir: 3.0310
Iter 1301 | Total: 18.5477 | Shared: 3.8047 | rgb: 2.6936 | pose: 4.3460 | depth: 4.8012 | ir: 2.9022
Iter 1311 | Total: 17.8923 | Shared: 3.4944 | rgb: 3.3210 | pose: 4.2438 | depth: 4.6030 | ir: 2.2300
Iter 1321 | Total: 20.1963 | Shared: 3.7974 | rgb: 3.5269 | pose: 4.7216 | depth: 5.2475 | ir: 2.9029
Iter 1331 | Total: 13.9678 | Shared: 2.2406 | rgb: 2.1519 | pose: 3.3107 | depth: 4.0905 | ir: 2.1742
Iter 1341 | Total: 18.2473 | Shared: 3.7121 | rgb: 2.0848 | pose: 5.6084 | depth: 4.8892 | ir: 1.9528
Iter 1351 | Total: 23.0027 | Shared: 5.1992 | rgb: 4.1372 | pose: 4.7207 | depth: 4.9162 | ir: 4.0293
Iter 1361 | Total: 18.9129 | Shared: 4.1157 | rgb: 2.9789 | pose: 3.9847 | depth: 4.8461 | ir: 2.9876
Iter 1371 | Total: 16.6495 | Shared: 3.5142 | rgb: 2.5395 | pose: 3.9979 | depth: 4.7315 | ir: 1.8663
Iter 1381 | Total: 17.9469 | Shared: 3.0807 | rgb: 2.5290 | pose: 5.9855 | depth: 4.4589 | ir: 1.8929
Iter 1391 | Total: 16.7132 | Shared: 3.2747 | rgb: 2.7431 | pose: 3.7626 | depth: 4.6850 | ir: 2.2478
Iter 1401 | Total: 19.4114 | Shared: 4.0853 | rgb: 2.6574 | pose: 4.6911 | depth: 5.1391 | ir: 2.8385
Iter 1411 | Total: 16.3818 | Shared: 2.6956 | rgb: 2.6099 | pose: 4.0725 | depth: 4.4288 | ir: 2.5749
Iter 1421 | Total: 17.4018 | Shared: 3.5604 | rgb: 2.9332 | pose: 3.9752 | depth: 4.3792 | ir: 2.5538
Iter 1431 | Total: 21.5339 | Shared: 4.4902 | rgb: 3.3900 | pose: 4.6163 | depth: 4.8349 | ir: 4.2025
Iter 1441 | Total: 17.8584 | Shared: 2.7137 | rgb: 2.9965 | pose: 3.8240 | depth: 4.5328 | ir: 3.7915
Iter 1451 | Total: 19.2769 | Shared: 3.8778 | rgb: 3.7119 | pose: 3.7856 | depth: 4.8434 | ir: 3.0582
Iter 1461 | Total: 16.8247 | Shared: 3.3934 | rgb: 2.2645 | pose: 4.0479 | depth: 4.7930 | ir: 2.3259
Iter 1471 | Total: 19.0708 | Shared: 4.3214 | rgb: 3.3619 | pose: 3.7442 | depth: 4.8027 | ir: 2.8407
Iter 1481 | Total: 19.9964 | Shared: 4.1149 | rgb: 3.6330 | pose: 4.5301 | depth: 4.9585 | ir: 2.7599
Iter 1491 | Total: 19.0023 | Shared: 4.0606 | rgb: 3.0739 | pose: 4.5583 | depth: 4.7904 | ir: 2.5191
Iter 1501 | Total: 18.2729 | Shared: 3.4599 | rgb: 3.2858 | pose: 3.7627 | depth: 4.5193 | ir: 3.2451
Iter 1511 | Total: 19.9377 | Shared: 3.4674 | rgb: 3.8627 | pose: 4.4508 | depth: 4.7825 | ir: 3.3743
Iter 1521 | Total: 17.8940 | Shared: 3.6952 | rgb: 2.7628 | pose: 4.3261 | depth: 4.4167 | ir: 2.6933
Iter 1531 | Total: 20.6801 | Shared: 4.0304 | rgb: 3.7413 | pose: 4.6899 | depth: 4.7796 | ir: 3.4389
Iter 1541 | Total: 17.6278 | Shared: 3.6998 | rgb: 2.0760 | pose: 4.3214 | depth: 5.1392 | ir: 2.3914
Iter 1551 | Total: 20.2654 | Shared: 4.0661 | rgb: 3.1216 | pose: 4.6529 | depth: 4.6182 | ir: 3.8065
Iter 1561 | Total: 19.5807 | Shared: 3.3555 | rgb: 3.4598 | pose: 4.4935 | depth: 4.6500 | ir: 3.6218
Iter 1571 | Total: 18.3192 | Shared: 3.6512 | rgb: 2.8574 | pose: 4.6521 | depth: 4.6921 | ir: 2.4664
Iter 1581 | Total: 17.1651 | Shared: 3.2836 | rgb: 2.7050 | pose: 4.2269 | depth: 4.3517 | ir: 2.5980
Iter 1591 | Total: 16.3120 | Shared: 2.5805 | rgb: 2.3642 | pose: 4.2351 | depth: 4.3674 | ir: 2.7650
Iter 1601 | Total: 18.2882 | Shared: 3.0301 | rgb: 2.7646 | pose: 4.7063 | depth: 4.6859 | ir: 3.1013
Iter 1611 | Total: 16.4935 | Shared: 2.6860 | rgb: 2.6444 | pose: 4.0936 | depth: 4.4499 | ir: 2.6196
Iter 1621 | Total: 16.5511 | Shared: 4.1146 | rgb: 1.9386 | pose: 3.9609 | depth: 4.5054 | ir: 2.0316
Iter 1631 | Total: 18.3378 | Shared: 4.0474 | rgb: 2.7506 | pose: 3.8159 | depth: 4.5206 | ir: 3.2033
Iter 1641 | Total: 17.7603 | Shared: 3.5494 | rgb: 2.6976 | pose: 4.5862 | depth: 4.7750 | ir: 2.1520
Iter 1651 | Total: 18.7601 | Shared: 4.2148 | rgb: 3.6508 | pose: 3.9036 | depth: 4.4761 | ir: 2.5147
Iter 1661 | Total: 15.4972 | Shared: 3.2022 | rgb: 2.0052 | pose: 3.9792 | depth: 4.0543 | ir: 2.2563
Iter 1671 | Total: 20.0471 | Shared: 4.0725 | rgb: 3.5057 | pose: 4.1372 | depth: 5.0122 | ir: 3.3195
Iter 1681 | Total: 16.0200 | Shared: 2.6691 | rgb: 2.6768 | pose: 3.6889 | depth: 3.9718 | ir: 3.0134
Iter 1691 | Total: 15.2130 | Shared: 2.6602 | rgb: 2.0272 | pose: 3.8490 | depth: 4.6319 | ir: 2.0448
Iter 1701 | Total: 16.4238 | Shared: 3.7842 | rgb: 2.2557 | pose: 4.0658 | depth: 4.2904 | ir: 2.0277
Iter 1711 | Total: 16.2756 | Shared: 2.5574 | rgb: 2.5384 | pose: 4.5458 | depth: 4.5090 | ir: 2.1250
Iter 1721 | Total: 19.4769 | Shared: 3.2910 | rgb: 3.6060 | pose: 4.2880 | depth: 4.8403 | ir: 3.4515
Iter 1731 | Total: 17.2387 | Shared: 3.9864 | rgb: 1.8262 | pose: 4.1739 | depth: 4.7695 | ir: 2.4827
Iter 1741 | Total: 16.2890 | Shared: 2.8326 | rgb: 2.6783 | pose: 4.0413 | depth: 3.8079 | ir: 2.9289
Iter 1751 | Total: 19.5543 | Shared: 3.5817 | rgb: 3.1578 | pose: 5.4317 | depth: 4.3490 | ir: 3.0341
Iter 1761 | Total: 17.3515 | Shared: 3.0298 | rgb: 2.9244 | pose: 4.0430 | depth: 4.4117 | ir: 2.9425
Iter 1771 | Total: 17.9332 | Shared: 3.7640 | rgb: 3.0990 | pose: 3.8649 | depth: 4.1804 | ir: 3.0250
Iter 1781 | Total: 19.2425 | Shared: 3.4064 | rgb: 3.8534 | pose: 4.3194 | depth: 4.6865 | ir: 2.9769
Iter 1791 | Total: 16.6585 | Shared: 2.4705 | rgb: 2.7122 | pose: 3.9527 | depth: 4.9349 | ir: 2.5881
Iter 1801 | Total: 16.2948 | Shared: 3.4966 | rgb: 2.6639 | pose: 3.9526 | depth: 3.6122 | ir: 2.5695
Iter 1811 | Total: 19.1500 | Shared: 4.3608 | rgb: 2.4742 | pose: 4.3796 | depth: 4.3897 | ir: 3.5456
Iter 1821 | Total: 16.8146 | Shared: 3.3322 | rgb: 2.5153 | pose: 4.1954 | depth: 4.2441 | ir: 2.5277
Iter 1831 | Total: 16.3582 | Shared: 3.6557 | rgb: 2.1246 | pose: 4.3132 | depth: 3.5695 | ir: 2.6951
